conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,Datenanalyse,released,knowledge,cross-sector,,"Die Wissenschaft der Analyse und Entscheidungsfindung auf der Grundlage von Rohdaten, die aus verschiedenen Quellen gesammelt wurden. Dazu gehört auch die Kenntnis von Techniken, die Algorithmen verwenden, um aus diesen Daten Erkenntnisse oder Trends abzuleiten und damit Entscheidungsfindungsprozesse zu unterstützen.
   ",http://data.europa.eu/esco/isced-f/0612,Design und Verwaltung von Datenbanken und Netzwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97bdd757-29d4-4126-92a6-07608825aa3b,QlikView Expressor,released,knowledge,sector-specific,,"Das Computerprogramm „QlikView Expressor“ ist ein Tool zur Integration von Informationen aus mehreren Anwendungen, die von Organisationen erstellt und gepflegt werden, in eine konsistente und transparente Datenstruktur, die von Qlik entwickelt wurde.",http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051 | http://data.europa.eu/esco/isced-f/0612,Werkzeuge für Extraktion Transformation und Laden von Daten | Design und Verwaltung von Datenbanken und Netzwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97fb21db-a4e5-4b03-af21-03b9d510d872,mit GPS-Systemen arbeiten,released,skill/competence,cross-sector,,Nutzung von GPS-Systemen.,http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,Nutzung digitaler Tools für Zusammenarbeit und Produktivität
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9889b795-d755-41b2-8afd-2e3c87a65a38,Software für das Kundenbeziehungsmanagement nutzen,released,skill/competence,cross-sector,Software für das Customer Relationship Management nutzen,"Nutzung spezieller Software zur Steuerung der Interaktion des Unternehmens mit aktuellen und künftigen Kundinnen und Kunden. Organisation, Automatisierung und Synchronisierung von Vertrieb, Marketing, Kundendienst und technischer Unterstützung, um die Verkaufszahlen zu steigern.",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,Nutzung digitaler Tools für Zusammenarbeit und Produktivität
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9,Business Analytics,released,knowledge,sector-specific,,"Disziplinen und Technologien zur Lösung von Unternehmensfragen durch den Einsatz quantitativer Methoden wie Datenanalyse und statistische Modelle.
	",http://data.europa.eu/esco/isced-f/0542,Statistik
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/98a57799-0146-4849-a1d2-41021c4b7b8f,Sicherheitsgrundsätze für Blockchain-Anwendungen,released,knowledge,sector-specific,,"Wesentliche Sicherheitsgrundsätze, -methoden und -kontrollen für Blockchain-Anwendungen. Das Identitäts- und Zugriffsmanagement, die Schlüsselverwaltung, der Datenschutz, die sichere Kommunikation, die Sicherheit intelligenter Verträge und die Transaktionsprüfung fallen unter diese Grundsätze.
	",http://data.europa.eu/esco/isced-f/0612,Design und Verwaltung von Datenbanken und Netzwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99207709-d076-4cce-ba38-e90d3bb28806,Resource-Description-Framework-Abfragesprache,released,knowledge,sector-specific,RDF-Anfragesprache | Abfragesprache für Resource Description Framework | SPAR-Abfragesprache | RDF-Abfragesprache | Datenbankabfragesprache | Abfragesprachen für Resource Description Framework | SPARQL,"Die Abfragesprache (z. B. SPARQL ), die zur Abfrage und Manipulation von Daten verwendet werden, die im Format „Resource Description Framework“ (RDF) gespeichert sind.",http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586 | http://data.europa.eu/esco/isced-f/0613,Abfragesprachen | Entwicklung und Analyse von Software und Anwendungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/993b1e23-f2de-4bd8-b33f-f86dde1c8e9d,CoffeeScript,released,knowledge,sector-specific,,"Techniken und Grundsätze der Softwareentwicklung, wie Analyse, Algorithmen, Codierung, Tests und Zusammenstellung von Programmierparadigmen in CoffeeScript.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,Entwicklung und Analyse von Software und Anwendungen | Computerprogrammierung
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9973a5a2-7822-4161-99e9-95c781eb63f8,Objective-C,released,knowledge,sector-specific,Objective-C 2.0 | Smalltalk and C | Objective C++ | Object-C | Obj-C,"Techniken und Grundsätze der Softwareentwicklung, wie Analyse, Algorithmen, Codierung, Tests und Zusammenstellung von Programmierparadigmen in Objective-C.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,Entwicklung und Analyse von Software und Anwendungen | Computerprogrammierung
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99814cb0-5f6c-4663-99a4-af28b11d5d2f,Gesundheitsdatensysteme,released,knowledge,occupation-specific,,"Die Arten von Systemen, mit denen Daten über die Gesundheitsversorgung verwaltet und gepflegt werden.",http://data.europa.eu/esco/isced-f/0914,Medizinische Diagnostik und Medizintechnologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9983816d-cc78-4d3f-9e3c-c7baa9ebc77a,EDV-Ausstattung,released,knowledge,sector-specific,,"Die angebotenen Computer, Computer-Peripheriegeräte und Softwareprodukte, ihre Funktionen, Eigenschaften und gesetzlichen und aufsichtsrechtlichen Vorschriften.",http://data.europa.eu/esco/isced-f/0611 | http://data.europa.eu/esco/skill/d6d3fee7-47e2-47f4-a0ec-6c75f28c6abd,Computernutzung | Produktverständnis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a35cb50-8106-45f9-8aba-2df99dd6f913,ABBYY FineReader,released,knowledge,sector-specific,,"Das Computerprogramm ABBYY FineReader ist eine Software, die gedruckte und maschinengeschriebene Bilder elektronisch in einen maschinenlesbaren Text umwandelt, sodass die Dokumente elektronisch gespeichert, bearbeitet und digital ausgestellt werden können.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/12c82224-6394-4c3c-9831-2a8198ed1274,Entwicklung und Analyse von Software und Anwendungen | Software für optische Zeichenerkennung
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a8f5432-fb04-498d-9ba4-a4e1444ff056,Mehrkanal-Tonaufnahmen aufzeichnen,released,skill/competence,sector-specific,,Aufnehmen und Abmischen von Audiosignalen aus unterschiedlichen Quellen auf einem Mehrspuraufnahmegerät.,http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,Bedienen von audiovisuellen Geräten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ab0a456-e4f6-4070-a360-46e1009b6c0d,CAE-Software verwenden,released,skill/competence,sector-specific,,"Durchführen von Analysen, wie Finite-Elemente-Analyse oder CFD-Analysen (numerische Strömungsmechanik), mithilfe von Software zur rechnergestützten Entwicklung (CAE).",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,Nutzung computergestützter Tools zum Konstruieren und Zeichnen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b30c8fd-6467-4d16-99e0-32899a9ceec0,digitale Inhalte formatieren,released,skill/competence,cross-sector,,"Rechnergestützte Gestaltung des Seitenlayouts durch Vorgeben von Größe, Format, Text und Grafiken.",http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,Eingeben und Verarbeiten von Informationen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b9de2a4-d8af-4a7b-933a-a8334ae60067,JavaScript Framework,released,knowledge,sector-specific,,"Die Entwicklungsumgebung von JavaScript, die besondere Funktionen und Komponenten (z. B. HTML-Generierungstools, Canvas Support oder Visual Designer) bietet, die die Entwicklung von JavaScript-Webanwendungen unterstützen und begleiten.",http://data.europa.eu/esco/isced-f/0612 | http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17,Design und Verwaltung von Datenbanken und Netzwerken | Softwarerahmen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ba355be-f119-42b6-a7d6-52f6ce2e4a3f,Schaltungen mithilfe von CAD erstellen,released,skill/competence,cross-sector,,Erstellen von Skizzen und elektronischen Schaltkreisen; Verwenden von CAD-Software und -Ausrüstung.,http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233 | http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,Entwurf elektrischer oder elektronischer Systeme oder Ausrüstungen | CAD-Software nutzen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ba8fd27-275d-4bad-8c48-f668aa99a578,Datenbankressourcen abstimmen,released,skill/competence,sector-specific,,"Abstimmen der Arbeitsbelastung und der Ressourcen einer Datenbank durch Steuerung des Transaktionsbedarfs, Zuweisung von Festplattenspeicher und Gewährleistung der Zuverlässigkeit der Server, um das Kosten-Risiko-Verhältnis zu optimieren.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f | http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1,"Verwaltung, Sammlung und Speicherung digitaler Daten | Datenbank verwalten | Datenbanken nutzen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bb7a97a-1a16-431e-8ea6-ad0f9f59aa0a,Kontrollziele für Informations- und verwandte Technologien,released,knowledge,occupation-specific,Rahmenwerk für die IT-Governance | COBIT | Kontrollziele für Informations- und verwandte Technologie | Control Objectives for Information and Related Technology | Kontrollziele für IT und verwandte Technologien | IT-Governance-Framework | Kontrollziel für Informations- und verwandte Technologien | Kontrollziele für IKT und verwandte Technologien,"Der Risiko- und Kontrollrahmen wie Kontrollziele für Informations- und verwandte Technologien (COBIT), der die Entscheidungsträger bei der Schließung der Lücke zwischen Geschäftsrisiken, Anforderungen und technischen Fragen unterstützt.",http://data.europa.eu/esco/isced-f/0322,"Bibliotheks-, Informations- und Archivwissenschaften"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bc3b9ae-50d8-4a32-857e-8cf8d9b4ba8e,3D-Körperscantechnologie,released,knowledge,sector-specific,3D-Körperscannertechnologie,Die Grundsätze und der Einsatz von Technologien für das 3D-Körperscannen zur Erfassung der Größe und der Form des menschlichen Körpers.,http://data.europa.eu/esco/isced-f/0914,Medizinische Diagnostik und Medizintechnologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bfae677-2b7f-49bf-b7eb-2ade795df734,digitale Kunst für die Herstellung einer fotografischen Masterkopie vorbereiten,released,skill/competence,sector-specific,digitale Kunst für die Herstellung einer photographischen Masterkopie vorbereiten,"Zusammenstellen, Setzen, Scannen und Produzieren digitaler Kunst zur Herstellung einer fotografischen Masterkopie.",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,Nutzung computergestützter Tools zum Bearbeiten von Ton und Bild
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9c48a5cc-d4a5-4cef-93f7-504902f35319,id Tech,released,knowledge,sector-specific,,"Die Spiel-Engine „id Tech“ ist ein Software-Rahmen, der sich aus integrierten Entwicklungsumgebungen und spezialisierten Gestaltungswerkzeugen für die rasche Iteration von von Nutzern geschaffenen Computerspielen zusammensetzt.",http://data.europa.eu/esco/isced-f/0211 | http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960,Audiovisuelle Techniken und Medienproduktion | Videospielerstellungssysteme
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9c6e951f-aa88-4890-983d-e7a6ee49f5bb,Marketingkampagne planen,released,skill/competence,cross-sector,,"Entwickeln eines Verfahrens zur Bewerbung eines Produkts in verschiedenen Kanälen wie Fernsehen, Radio, Print und Online-Plattformen sowie den sozialen Medien mit dem Ziel, mit den Kunden zu kommunizieren und ihnen einen Mehrwert zu vermitteln.",http://data.europa.eu/esco/skill/08fd2839-670c-4f16-8024-97437f2035ab | http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d | http://data.europa.eu/esco/skill/90398aca-82b7-4f56-8e0f-814d949162b4,"Marketingstrategie planen | Entwicklung von Finanz-, Geschäfts- oder Marketingplänen | Aktionen im Rahmen des Marketingplans koordinieren"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ce52938-fe28-4548-b38d-0c783933e19a,digitale Bewegtbilder editieren,released,skill/competence,sector-specific,,Verwenden spezieller Software zum Bearbeiten von Videobildern für künstlerische Produktionen.,http://data.europa.eu/esco/skill/8ff314a8-57d7-4b8c-bf41-79f9572fedd0 | http://data.europa.eu/esco/skill/a556a3db-cd48-42a5-825c-f95f6f5ccbfe,digitale Illustrationstechniken einsetzen | Kreieren von Auslagen und Dekorationen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc,IKT-Softwarespezifikationen,released,knowledge,sector-specific,,"Merkmale, Nutzung und Betrieb verschiedener Softwareprodukte wie Computerprogramme und Anwendungssoftware.",http://data.europa.eu/esco/isced-f/0613,Entwicklung und Analyse von Software und Anwendungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ce7c497-a019-435b-90ca-27b6889c2cb9,Installationskosten für Telekommunikationsgeräte veranschlagen,released,skill/competence,sector-specific,,"Veranschlagen der Gesamtkosten für die Installation von Telekommunikationsgeräten wie Modems, Router, Analogschalter, Glasfasern und Festnetztelefone.",http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62 | http://data.europa.eu/esco/skill/cfbde1b6-8e47-4b83-b430-3d5f7f38d69a | http://data.europa.eu/esco/skill/e95058a6-e139-42e7-a470-72038a606649,Schätzen des Ressourcenbedarfs | Betriebskosten beurteilen | finanzielle Tragfähigkeit beurteilen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586,Abfragesprachen,released,knowledge,sector-specific,Retrievalsprachen,"Das Feld der standardisierten Computersprachen für das Auffinden von Informationen in einer Datenbank und von Dokumenten, die die benötigten Informationen enthalten.",http://data.europa.eu/esco/isced-f/0613,Entwicklung und Analyse von Software und Anwendungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051,Werkzeuge für Extraktion Transformation und Laden von Daten,released,knowledge,cross-sector,ETL-Tools | ETL | Werkzeuge für die Extraktion  Transformation und das Laden von Daten | ETL-Werkzeuge | Extract-Transform-Load-Werkzeuge | Extract  Transform  Load | Extraktion  Transformation  Laden | Werkzeug für Extraktion  Transformation und Laden von Daten,"Die Werkzeuge zur Integration von Informationen aus mehreren Anwendungen, die von Organisationen erstellt und gepflegt werden, in eine konsistente und transparente Datenstruktur.",http://data.europa.eu/esco/isced-f/0612,Design und Verwaltung von Datenbanken und Netzwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d1b08b3-ba1e-41f6-a466-1ac1e62eb5f0,IuK-Code-Reviews durchführen,released,skill/competence,sector-specific,,Systematisches Untersuchen und Überprüfen von rechnergestütztem Quellcode zur Ermittlung von Fehlern in allen Phasen der Entwicklung und zur Verbesserung der allgemeinen Softwarequalität.,http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,Programmierung von Computersystemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f,Werkzeuge für das Software-Konfigurationsmanagement,released,knowledge,sector-specific,Werkzeuge für das Softwarekonfigurationsmanagement | Tools für das Software-Konfigurationsmanagement | GIT | Quellenverwaltung | SCM-Werkzeuge | Versionsverwaltungssoftware | Werkzeuge für das Softwarekonfigurations-Management | Werkzeug für das Software-Konfigurationsmanagement | Revisionsverwaltung | Werkzeuge für die Softwareversionsverwaltung | Werkzeuge für das Software Configuration Management,"Die Software-Programme zur Durchführung von Konfigurationsidentifizierung, -überwachung, -buchführung und -audit, z. B. CVS, ClearCase, Subversion, GIT und TortoiseSVN, die für dieses Management geeignet sind.",http://data.europa.eu/esco/isced-f/0613,Entwicklung und Analyse von Software und Anwendungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d2f77af-4307-4ac5-bc50-a9980cec7e83,Berichterstattungssoftware entwickeln,released,skill/competence,occupation-specific,Software für Berichterstattung entwickeln,Entwickeln von Berichterstattungssoftware und -anwendungen für die Erstellung von Datenberichten.,http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,Programmierung von Computersystemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9dfab993-ecab-4292-9cb2-528a93eb3161,Techniken zur Habitatkartierung anwenden,released,skill/competence,sector-specific,,"Anwenden von Stichprobenverfahren und einer Reihe von Techniken zur Habitatkartierung, darunter geografische Informationssysteme (GIS), Global Positioning Systems (GPS), Luftbildaufnahmen, Aufzeichnungen und Landkarten.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,Überwachung von Umweltbedingungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9e06bac6-6b91-48ca-8b7d-c1f48cdecd7c,IKT-Systemprobleme lösen,released,skill/competence,cross-sector,IKT-Systemproblem lösen | IKT-Systemprobleme analysieren | Troubleshooting für IKT-System durchführen | IKT-Systemfehler beheben | IT-Systemprobleme lösen | IKT-Systemprobleme feststellen | Systemprobleme lösen | Probleme von IKT-Systemen lösen,"Ermitteln möglicher Fehlfunktionen von IKT-Komponenten. Überwachen, Dokumentieren und Kommunizieren von Störungen. Bereitstellen angemessener Ressourcen mit minimalen Ausfallzeiten und Einsetzen geeigneter Diagnosegeräte.",http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a | http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb | http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041 | http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40,technische Probleme lösen | Lösen von Computerproblemen | Problemlösungen finden | Fehlersuche betreiben
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9e14c1d8-72f2-45ba-815d-0d12e12d19fa,thematische Karten erstellen,released,skill/competence,cross-sector,,Nutzen verschiedener Techniken zur Erstellung thematischer Karten wie Choroplethenkarten oder anderer geografischer Karten auf der Grundlage raumbezogener Daten mithilfe von Softwareprogrammen.,http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,Nutzung computergestützter Tools zum Konstruieren und Zeichnen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ecd4016-b9de-480d-8ec3-9881644f0eda,Schallmessgeräte benutzen,released,skill/competence,occupation-specific,,"Einsetzen von Geräten wie Signalwandern und Schallpegelmessern zur Messung des Lärmpegels in einem bestimmten Umfeld, um eine mögliche Lärmbelastung zu vermeiden.",http://data.europa.eu/esco/skill/c8f4aad2-ea23-49a2-9708-a6049c2d28ce | http://data.europa.eu/esco/skill/b92758d4-4591-4df1-9ceb-f907aa71ebd9,Bedienen von Präzisionsmessgeräten | Messinstrumente nutzen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,Datenbank-Entwicklungswerkzeuge,released,knowledge,sector-specific,,"Die Methoden und Tools, die für die Schaffung einer logischen und physischen Struktur von Datenbanken verwendet werden, z. B. logische Datenstrukturen, Diagramme, Modellierungsmethoden und das Entity-Relationship-Modell.",http://data.europa.eu/esco/isced-f/0612,Design und Verwaltung von Datenbanken und Netzwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9effa3d7-c0c4-4583-ad94-b496ba5e5f2c,Data-Mining-Methoden,released,knowledge,cross-sector,,Data-Mining-Techniken zur Ermittlung und Analyse der Beziehung zwischen verschiedenen Wirtschafts- und Marketingelementen.,http://data.europa.eu/esco/isced-f/0612 | http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,Design und Verwaltung von Datenbanken und Netzwerken | Data-Mining
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9faa44df-0821-4f69-8f86-184c799cf44f,HeroEngine,released,knowledge,sector-specific,,"Die cloudbasierte, kollaborative Echtzeit-Plattform, die sich aus integrierten Entwicklungsumgebungen und spezialisierten Gestaltungswerkzeugen für die rasche Iteration von von Nutzern geschaffenen Computerspielen zusammensetzt. 
 ",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,Videospielerstellungssysteme | Audiovisuelle Techniken und Medienproduktion
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f,Daten verwalten,released,skill/competence,sector-specific,Datenverwaltung betreiben | Datenressourcen verwalten | den Datenlebenszyklus steuern | Datenverwaltung durchführen | mit Datenqualitätswerkzeugen arbeiten,"Verwalten aller Arten von Datenressourcen über ihren gesamten Lebenszyklus hinweg durch Erstellung von Datenprofilen, Parsing, Standardisierung, Identitätsauflösung, Bereinigung, Erweiterung und Prüfung von Daten. Sicherstellen, dass die Daten für den jeweiligen Zweck geeignet sind, mithilfe spezieller IKT-Instrumente zur Erfüllung der Kriterien für die Datenqualität.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,Informationsmanagement
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a056851d-4a8b-4007-b0f6-8224ca1ec1c2,Computerlinguistik,released,knowledge,sector-specific,linguistische Datenverarbeitung,"Der Bereich der Informatik, der die Modellierung natürlicher Sprachen in Rechen- und Programmiersprachen erforscht.",http://data.europa.eu/esco/skill/810df100-e85a-4c13-b619-34030a75ecc2 | http://data.europa.eu/esco/isced-f/0232,Linguistik | Literatur und Linguistik
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a06a0d41-10fa-4ba7-a988-e8b5eba966fb,Mobilität als Dienstleistung,released,knowledge,sector-specific,,"Die Bereitstellung von Mobilitätsdienstleistungen durch digitale Technologien, die es den Kunden ermöglichen, ihre Reise zu planen, zu buchen und zu bezahlen. Sie umfasst das Angebot von Dienstleistungen für die geteilte und nachhaltige Mobilität, die auf die Reisebedürfnisse der Nutzer zugeschnitten sind, sowie die Kenntnis der verschiedenen zu diesem Zweck eingesetzten Anwendungen.
	",http://data.europa.eu/esco/isced-f/1041,Dienstleistungen im Bereich Verkehr
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a06aa85f-2879-4a02-a6bd-cd60cdfc3f12,automatische optische Inspektion,released,knowledge,sector-specific,,"Bei der automatisierten optischen Inspektion (AOI) werden Leiterplatten oder oberflächenmontierte Bauelemente (SMD) mittels einer Maschine für die automatische optische Inspektion inspiziert. Bei jeder automatischen optischen Inspektion werden mit einer speziellen Kamera Dutzende Bilderaufgenommen und mit früher montierten Platten verglichen, um Abweichungen zu erkennen.",http://data.europa.eu/esco/isced-f/0914,Medizinische Diagnostik und Medizintechnologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a0b6f2b8-0f41-420d-9d7b-942026f83b50,Software für die Fertigungsplanung in Aquakulturen,released,knowledge,sector-specific,,"Funktionsweise und Nutzung einer Software, die für die Planung der Fertigung in Aquakulturen bestimmt ist.",http://data.europa.eu/esco/skill/5475343c-5e75-415f-b431-17f3c20a347e | http://data.europa.eu/esco/isced-f/0831,Produktionsplanungssoftware nutzen | Fischereiwirtschaft
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a0bf9b9d-e53f-418c-a839-5d99eff718fe,Suchmaschinenoptimierung durchführen,released,skill/competence,cross-sector,,"Durchführen optimierter Marktforschung sowie Anwenden von Strategien für Suchmaschinenprozesse, auch bekannt als Suchmaschinenmarketing (SEM), um den Online-Datenverkehr und die Sichtbarkeit von Websites zu erhöhen.",http://data.europa.eu/esco/skill/258fea29-09db-4918-8235-0d7d529cd31c,"Browsen, Suchen und Filtern digitaler Daten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a12057b4-6d11-4a12-ab8e-15a028ef0a6d,mithilfe digitaler Technologien interagieren,released,skill/competence,cross-sector,,Interagieren mithilfe einer Vielzahl digitaler Technologien und Verstehen der für einen bestimmten Kontext geeigneten digitalen Kommunikationsmittel.,http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,digitale Kommunikation und Zusammenarbeit | Nutzung digitaler Tools für Zusammenarbeit und Produktivität
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a1388163-462a-4b76-8649-67470ea858a1,in Datenbanken recherchieren,released,skill/competence,cross-sector,,Suchen nach Informationen oder Personen in Datenbanken.,http://data.europa.eu/esco/skill/ba93b71b-c433-4a01-8246-ed2daa85a9a2 | http://data.europa.eu/esco/skill/258fea29-09db-4918-8235-0d7d529cd31c | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1,"Internetrecherchen durchführen | Browsen, Suchen und Filtern digitaler Daten | Daten, Informationen und digitale Inhalte bewerten | Datenbanken nutzen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a18b1d91-f0bd-495d-ba8e-d9532f117b89,Funktionen und Funktionsweisen von Videospielen,released,knowledge,cross-sector,,"Merkmale von und Einblicke in Videospiele, um die Kunden entsprechend zu beraten.",http://data.europa.eu/esco/isced-f/0416,Groß- und Einzelhandel
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a283db93-b160-4b6f-9855-4e79806c4674,Project Anarchy,released,knowledge,sector-specific,,"Die mobile Spiel-Engine, die ein Software-Rahmen ist, der sich aus integrierten Entwicklungsumgebungen und spezialisierten Gestaltungswerkzeugen für die rasche Iteration von von Nutzern geschaffenen Computerspielen zusammensetzt. 
 ",http://data.europa.eu/esco/isced-f/0211 | http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960,Audiovisuelle Techniken und Medienproduktion | Videospielerstellungssysteme
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2842c30-be76-4327-9dce-ff56cf830533,Verschlüsselungsvorgänge durchführen,released,skill/competence,occupation-specific,,"Kontrollieren und Überwachen des Funknetzes der Luftwaffe und Durchführen von Verschlüsselungsvorgängen oder von Aufschaltvorgängen mit dem Ziel, gegnerische Funkübertragungen zu stören. Es erfolgt in erster Linie eine Verschlüsselung von Sprachkommunikation und Signalen mithilfe digitaler Signalprozessoren (DSP).",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,Bedienen von Kommunikationsausrüstungen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a28df07f-976c-4eb4-b29a-06161af39756,rechnergestützte Wartungsmanagementsysteme nutzen,released,skill/competence,sector-specific,,Nutzen rechnergestützter Wartungsmanagementsysteme (CMMS) für die wirksame Nachverfolgung der in den Wartungseinrichtungen durchgeführten Arbeiten.,http://data.europa.eu/esco/skill/b916d60e-38e9-4241-914a-4e2144bda711 | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84,Computerkontrollsysteme bedienen | Nutzung digitaler Tools für Zusammenarbeit und Produktivität | Wartungsarbeiten leiten
