conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0005c151-5b5a-4a66-8aac-60e734beb1ab,skill/competence,sector-specific,Musikpersonal verwalten,,,released,2023-11-30T15:53:37.136Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Zuweisen und Verwalten der Aufgaben des Personals in Bereichen wie Komposition, Arrangement, Kopieren von Musik und Gesangsunterricht."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00064735-8fad-454b-90c7-ed858cc993f2,skill/competence,occupation-specific,Strafvollzugsverfahren beaufsichtigen,,,released,2023-11-30T15:04:00.689Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Überwachen des Betriebs einer Justizvollzugsanstalt oder anderer Strafvollzugsverfahren, um sicherzustellen, dass die Rechtsvorschriften angewendet und vom Personal eingehalten werden, sowie Verbessern der Effizienz und Sicherheit der Haftanstalt."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/000709ed-2be5-4193-b056-45a97698d828,skill/competence,sector-specific,nicht unterdrückende Praktiken anwenden,,,released,2023-11-28T10:45:53.54Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Ermitteln von Repressionen in Gesellschaften, Volkswirtschaften, Kulturen und Gruppen, professionelles Handeln auf nichtrepressive Weise, Befähigen der Nutzer von Dienstleistungen, tätig zu werden, um ihr Leben zu verbessern, und der Bürger, ihr Umfeld entsprechend ihren eigenen Interessen zu verändern."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0007bdc2-dd15-4824-b7d6-416522c46f35,skill/competence,sector-specific,Einhaltung von Vorschriften von Eisenbahnfahrzeugen überprüfen,,,released,2023-11-30T16:29:18.273Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Kontrollieren von Fahrzeugen, Komponenten und Systemen, um die Einhaltung von Normen und Spezifikationen zu gewährleisten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00090cc1-1f27-439e-a4e0-19a87a501bfc,skill/competence,cross-sector,verfügbare Dienste ermitteln,,,released,2023-11-28T10:38:49.206Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Ermitteln der verschiedenen verfügbaren Dienste, die einem Straftäter während seiner Bewährungszeit offenstehen, um den Rehabilitierungs- und Wiedereingliederungsprozess zu unterstützen, sowie Beraten der Täter, wie sie die ihnen zur Verfügung stehenden Dienstleistungen ermitteln können."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/000bb1e4-89f0-4b86-be05-05ece3641724,skill/competence,cross-sector,toxikologische Studien durchführen,,,released,2023-11-30T15:10:42.752Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Durchführen von Tests zum Nachweis von Giften oder Drogenmissbrauch und Unterstützen der Therapieüberwachung durch den Einsatz von chemischen Reagenzien, Enzymen, Radioisotopen und Antikörpern, um ungewöhnliche chemische Konzentrationen im Körper zu erkennen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/000c94d2-2a2e-4545-993c-6df8cb5b0316,skill/competence,occupation-specific,Einheitlichkeit von Kokillen gewährleisten,,,released,2023-11-30T16:49:26.078Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Überwachen der Einheitlichkeit von Kokillen; Verwenden von Gießmaschinen und Werkzeugen wie Schweißgeräten.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02,knowledge,sector-specific,Haskell,,,released,2023-11-30T16:13:21.77Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/skills","Techniken und Grundsätze der Softwareentwicklung, wie Analyse, Algorithmen, Programmierung, Tests und Zusammenstellen von Programmparadigmen in Haskell."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/001115fb-569f-4ee6-8381-c6807ef2527f,skill/competence,transversal,Initiative zeigen,,,released,2021-09-02T16:37:00.315Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups,
http://data.europa.eu/esco/concept-scheme/member-skills","Proaktiv sein und den ersten Schritt unternehmen, ohne darauf zu warten, was Andere sagen oder tun.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/001d46db-035e-4b92-83a3-ed8771e0c123,skill/competence,sector-specific,Personal mit Blick auf die Verringerung von Lebensmittelabfällen schulen,"Information des Personals über Praktiken zur Reduzierung von Lebensmittelabfällen
Schulung des Personals zur Reduzierung von Lebensmittelverschwendung
den Schülern/Schülerinnen Praktiken zur Verringerung der Lebensmittelverschwendung vermitteln
die Arbeiter/innen über Methoden des Lebensmittelrecyclings aufklären",,released,2021-01-20T14:31:01.524Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green","Einführung neuer Schulungs- und Personalentwicklungsmaßnahmen, um das Wissen der Mitarbeiter/innen über die Vermeidung von Lebensmittelabfällen und die Wiederverwertung von Lebensmitteln zu fördern. Sicherstellen, dass das Personal die Methoden und Hilfsmittel für die Wiederverwertung von Lebensmitteln kennt, z. B. die Abfalltrennung.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0023e7a5-43da-4b68-bee3-726ef21f986d,skill/competence,cross-sector,Grundsätze der Diplomatie anwenden,,,released,2023-11-28T10:36:15.443Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Anwenden der mit der Ausarbeitung internationaler Verträge verbundenen Prozesse durch Verhandlungen zwischen Vertretern verschiedener Länder, Schutz der Interessen der Regierung und Unterstützung von Kompromissen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00298d97-3dc3-4086-a902-bce0a2fba831,skill/competence,sector-specific,polizeiliche Ermittlungen leiten,,,released,2023-11-30T15:58:51.376Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Leiten von Ermittlungen der Polizei, einschließlich Festlegen einer Ermittlungsstrategie, Kontaktaufnahme mit Sachverständigen, Anwenden unterschiedlicher Methoden und Standpunkte sowie Führen und Anleiten der beteiligten Ermittler."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/002b2e58-35ab-460c-be97-ca2f585fd990,skill/competence,sector-specific,mit den Abfällen der Fischernte umgehen,,,released,2023-11-30T16:14:30.732Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Entsorgen von Abfall, Blut und minderwertigem Fisch gemäß den am Standort geltenden Verfahren für die Abfallbewirtschaftung."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0037c821-2898-4919-b96e-7ed1cd89554c,skill/competence,cross-sector,Energiesparkonzepte entwickeln,,,released,2023-11-30T16:47:09.526Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/green","Nutzen der aktuellen Forschungsergebnisse und Zusammenarbeit mit Experten zur Optimierung oder Entwicklung von Konzepten, Ausrüstung und Herstellungsverfahren, die weniger Energie benötigen, z. B. neue Dämmverfahren und -materialien."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/004017c9-0337-4f5a-8077-798de9ef12e3,skill/competence,sector-specific,als Streetworker tätig sein,,,released,2023-11-30T15:11:30.413Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Sozialarbeit durch Kontaktaufnahme mit Personen in der Nachbarschaft oder auf der Straße und Anbieten von direkten Informationen oder Beratungsdiensten, die in der Regel auf Jugendliche oder Obdachlose ausgerichtet sind."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/004f1e68-9ca2-4f3f-92d9-e7d7ff6b9330,skill/competence,sector-specific,mit Solisten/Solistinnen arbeiten,,,released,2023-11-30T14:52:04.558Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Kommunizieren mit Solokünstlern und Konzertmeistern, um die Aufführungen zu besprechen und vorzubereiten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00506f28-e884-4496-800c-3477c67eb355,knowledge,cross-sector,Sport- und Bewegungsmedizin,,,released,2023-11-28T10:35:15.768Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Vorbeugung und Behandlung von Verletzungen oder Erkrankungen, die auf eine körperliche Betätigung oder auf Sport zurückzuführen sind."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0058526a-11e9-40a1-ab33-7c5ffdf5da05,skill/competence,sector-specific,Pflanzenforschung durchführen,Forschung zur Flora durchführen,,released,2023-11-30T16:27:34.766Z,,,"http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Sammeln und Auswerten von Daten über Pflanzen, um ihre grundlegenden Aspekte wie Ursprung, Anatomie und Funktion zu erforschen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00735755-adc6-4ea0-b034-b8caff339c9f,skill/competence,cross-sector,Wärmepumpe installieren,,,released,2023-11-30T16:02:47.092Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green","Installieren von Wärmepumpen, die die physikalischen Eigenschaften von Kältemitteln nutzen, um Wärme aus der Umgebungsluft zu extrahieren und sie in einer wärmeren Umgebung wieder freizusetzen, im Gegensatz zu einer spontanen Wärmezufuhr. Schaffen der erforderlichen Öffnungen und Installieren der Innen- und Außenteile der Wärmepumpe. Anschließen der Stromleitungen und Kabelkanäle sowie Konfigurieren der Wärmepumpe."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0082c13b-5866-4542-bc4f-722a4ae9530e,skill/competence,sector-specific,Biomasseanlagen planen,"Biomasse-System entwerfen
Biomasseanlage planen",,released,2024-02-26T09:06:09.511Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/skills","Planung des Biomasse-Energiesystems. Bestimmung der Grenzen der Konstruktion, z. B. des benötigten Platzes und des Gewichts. Berechnen von Indikatoren wie Kapazität, Durchfluss und Temperaturen. Erstellen detaillierter Beschreibungen und Zeichnungen des Entwurfs.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00831ebb-bac3-4bd1-8dae-2bca67be958d,skill/competence,occupation-specific,Bedienen von Geräten bei Arbeiten am Seil,,,released,2023-11-30T16:15:46.521Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Sicheres Bedienen von Geräten bei Tätigkeiten in großer Höhe unter Absicherung mit einem Seil. Vor Beginn der Tätigkeit Einnehmen einer sicheren und stabilen Position. Nach Beendigung der Tätigkeit sicheres Verstauen der Ausrüstung, in der Regel durch Befestigung an einer Gurtschließe."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0085e6bd-6829-4e8e-b302-842a7fe57ed9,skill/competence,cross-sector,Kenntnisse in Haushaltsführung vermitteln,,,released,2023-11-30T14:59:12.719Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Vermitteln von Kenntnissen im Bereich der Haushaltsführung sowie von handwerklichen Fertigkeiten mit dem Ziel, die tägliche Arbeit und die Lebensumstände zu verbessern."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/008a0e0d-7380-4b31-abe5-0195e700f8c0,skill/competence,sector-specific,Lokomotiven überprüfen,,,released,2023-11-30T16:26:57.022Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Sicherstellen, dass Lokomotiven vor Fahrtantritt den Vorschriften entsprechen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/008fa98b-dba6-4abf-909e-04299728e3eb,skill/competence,cross-sector,öffentliche Maßnahmen beeinflussen,Lobbyarbeit für die Politik,,released,2024-02-23T16:56:46.419Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Kommunizieren mit politischen Entscheidungsträgern und ihnen Daten zur Verfügung stellen, um sie davon zu überzeugen, Rechtsvorschriften zu ändern oder Mittel für ein bestimmtes Anliegen bereitzustellen.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00920055-eb50-4cb8-a23d-3deedbf3753e,knowledge,sector-specific,Unternehmensrisikomanagement,,,released,2024-02-28T14:47:43.024Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Eine auf einem Plan basierende Unternehmensstrategie, die darauf abzielt, Gefahren, Risiken und andere potenzielle Katastrophen, sowohl physisch als auch im übertragenen Sinne, die den Betrieb und die Ziele eines Unternehmens beeinträchtigen können, zu identifizieren, zu bewerten und sich darauf vorzubereiten.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/009673d9-e2fd-46ef-a64b-6027ac7fd613,skill/competence,sector-specific,Zutaten herstellen,Inhaltsstoffe produzieren,,released,2023-11-28T10:48:56.713Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Herstellen von Zutaten wie Gewürzen, Zusatzstoffen und Gemüse."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00994812-ac9e-4856-954b-f71bcc6066bb,skill/competence,occupation-specific,Zuchtteiche von Aquakulturen instand halten,,,released,2023-11-30T15:58:12.366Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Reinigen der Geräte und Behandlungswerkzeuge. Entleeren und Reinigen von Zuchtteichen mit Bürsten, Chemikalien und Wasser. Vorbereiten der Halteeinrichtungen auf das Einsetzen der Fische, Austauschen der Netze. Kontrolle durch Schwimmer. Aufstocken des Fischbestands in den Halteeinrichtungen. Einsammeln von Fischkadavern in den Halteeinrichtungen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/009db49b-fcf5-4409-b4a5-232d059f3597,skill/competence,cross-sector,Kreditrisikopolitik anwenden,,,released,2023-11-30T16:21:51.121Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Umsetzen der Unternehmenspolitik und -vorschriften im Rahmen des Kreditrisikomanagements. Dauerhaftes Halten des Kreditrisikos des Unternehmens auf einem kontrollierbaren Niveau und Ergreifen von Maßnahmen zur Vermeidung von Kreditausfällen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00a4e92d-e410-42b8-ba2d-d7b3febf49e0,skill/competence,occupation-specific,Kundenanfragen in Bezug auf Fracht bearbeiten,,,released,2023-11-28T10:51:36.263Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Bearbeiten der Anfragen von Hafennutzern und Kunden im Zusammenhang mit Containern, Versandregelungen oder Fracht."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00b9a3aa-7070-4bb5-8020-f228a97cf42f,skill/competence,cross-sector,wissenschaftliche oder akademische Arbeiten und technische Unterlagen verfassen,,,released,2024-02-27T10:19:54.09Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/research","Verfassen und Bearbeiten von wissenschaftlichen, akademischen oder technischen Texten zu verschiedenen Themen.
    "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00c04e40-35ea-4ed1-824c-82f936c8f876,knowledge,sector-specific,inkrementelle Entwicklung,,,released,2023-11-30T16:04:23.487Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/skills",Das Modell der inkrementellen Entwicklung ist eine Methode zur Entwicklung von Softwaresystemen und Anwendungen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00c51318-4ea9-4d37-9cd8-74680583d203,knowledge,occupation-specific,Hilfsmittel für Alltagsarbeiten,,,released,2023-11-30T14:55:34.482Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Arten von Spezialausrüstung, Prothesen und Orthesen, die für die Durchführung täglicher Tätigkeiten verwendet werden, z. B. Rollstühle."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00c85cbc-2b24-4605-a6fe-55b5c615e3fe,knowledge,sector-specific,Sägetechniken,,,released,2023-11-28T17:01:47.985Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Verschiedene Sägetechniken zur Verwendung manueller und elektrischer Sägen.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00cd1d60-782f-48e7-9a7b-b518f2b146b8,skill/competence,sector-specific,Bestandteile von Gitarren herstellen,Bestandteile von Gitarren produzieren,,released,2023-11-30T15:07:31.318Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Auswählen der geeigneten Tonhölzer, Materialien und Werkzeuge und Herstellen der verschiedenen Gitarrenbestandteile wie die Decke, das Griffbrett, die Kopfplatte, der Hals und der Steg."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00dd3271-077f-4a12-a958-e297fdd724ce,skill/competence,sector-specific,landwirtschaftliche Maschinen bedienen,,,released,2023-11-30T15:33:40.16Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Bedienen motorisierter landwirtschaftlicher Geräte, einschließlich Traktoren, Ballenpressen, Pflanzenschutzgeräten, Pflügen und anderen Geräten zur Bodenbearbeitung, Mähern, Mähdreschern, Lastkraftwagen und Bewässerungsanlagen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00e261cc-669c-4b94-8950-d038eceb92d8,skill/competence,occupation-specific,den Sprengstoff- und Feuerwerkskörperbestand kontrollieren,,,released,2023-11-30T16:40:26.908Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Überprüfen der Verfallszeit des Bestands, um bereits abgelaufene Pyrotechnik auszusortieren. Einfügen in spezielle Metallbehälter zur weiteren Verarbeitung.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00e53a0a-c0ba-4c9f-a2ed-4706d5832a00,skill/competence,sector-specific,Kundenzufriedenheit gewährleisten,,,released,2023-11-30T16:17:08.718Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Professioneller Umgang mit den Erwartungen der Kunden, Antizipieren und Erfüllen ihrer Bedürfnisse und Wünsche. Bereitstellen eines flexiblen Kundendienstes, um Kundenzufriedenheit und Kundenbindung zu gewährleisten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00e895f4-b9d3-4a1a-8c36-baf10fbfb982,skill/competence,sector-specific,Kleidungsprodukte herstellen,,,released,2023-11-28T17:02:59.358Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Herstellen von Massenware oder maßgeschneiderter Bekleidung verschiedener Art, Verbinden und Zusammenfügen von Bekleidungskomponenten durch Nähen, Kleben oder Heißkleben. Verbinden von Bekleidungskomponenten mithilfe von Nähten, z. B. Kragen, Ärmel, Vorderteil, Rückenteil, Taschen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00eada7f-0b83-4f0c-af81-d7f92d838000,skill/competence,sector-specific,Tabakblätter härten,,,released,2023-11-30T16:43:33.944Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Entfernen der Feuchtigkeit aus den Tabakblättern unmittelbar nach der Ernte durch verschiedene Verfahren wie Lufttrocknung, Heißluft-/Röhrentrocknung oder Sonnentrocknung."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00ebb379-ce26-439a-ba89-9a7d1ef2f696,skill/competence,cross-sector,ein Rehabilitationsprogramm entwickeln,,,released,2023-11-30T16:44:35.269Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Entwickeln eines Rehabilitationsprogramms, das den Patienten dabei hilft, ihre Fähigkeiten wiederzuerlangen und wieder an Selbstvertrauen zu gewinnen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00ec5333-e570-477b-9017-2e95fea0150a,skill/competence,sector-specific,Bestand an Reinigungsmitteln aufrechterhalten,,,released,2023-11-30T15:57:17.267Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Kontrollieren des Bestands an Reinigungsmitteln, Bestellen neuen Materials, wenn der Lagerbestand aufgebraucht ist und Überwachen des Verbrauchs, um eine konstante Verfügbarkeit zu gewährleisten.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00eefa32-9f77-4500-abe9-20afc7924a9d,knowledge,occupation-specific,Kaltvulkanisation,Kaltvulkanisierung,,released,2023-11-28T10:55:39.536Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Technik zur Reparatur defekter Reifen, insbesondere Fahrradreifen, bestehend aus dem Schleifen der Oberfläche um den Riss, dem Auftragen einer Vulkanisierungslösung und der Befestigung eines Flickens auf dem Riss."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00f12ec1-b416-4e3c-8ed7-c4f875c6b681,skill/competence,sector-specific,die Haushaltsführung beaufsichtigen,"die Haushaltsführung überwachen
die Haushaltsorganisation beaufsichtigen",,released,2023-11-30T15:00:11.078Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Beaufsichtigen der täglichen Service- und Reinigungsarbeiten in Zimmern und öffentlichen Räumen, um den kontinuierlichen Betrieb zu gewährleisten."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00f2eee1-cd4d-4a45-ae10-b6060f53ad5d,skill/competence,cross-sector,bei einer Gerätestörung als Ansprechperson agieren,bei einer Gerätestörung als Ansprechperson handeln,,released,2023-11-28T16:56:44.753Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Funktion als Ansprechperson, die im Falle einer Gerätestörung zu kontaktieren ist. Mitwirken an der Untersuchung durch die Bereitstellung wertvoller Einblicke."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00fc7575-0cee-4b12-ade5-795cb2a4479a,skill/competence,sector-specific,Zeitabläufe im Landschaftsbau managen,,,released,2023-11-30T15:51:59.501Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Planen und Umsetzen von Arbeitsplänen zur Abstimmung der Aktivitäten im Landschaftsbau, einschließlich der Briefing-Phase, in der das Landschaftsprojekt mit dem Kunden erörtert wird, gefolgt von einer Reihe von Skizzen, Plänen und Entwürfen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00ff06cc-103f-4c85-b5df-6f75acff6abf,skill/competence,sector-specific,Beratung zu Zollbestimmungen leisten,,,released,2024-02-29T17:03:42.447Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Bereitstellen von Informationen über Einfuhr- und Ausfuhrbeschränkungen, Zollsysteme und andere zollrelevante Themen.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/011711eb-f20b-4d64-84d7-17b8979946dc,skill/competence,occupation-specific,universitären Fachbereich verwalten,Universitätsinstitut verwalten,,released,2023-11-30T15:44:58.324Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Beaufsichtigen und Bewerten der Förderpraktiken der Universität, des Wohlergehens der Studierenden und der Leistungen der Lehrkräfte."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0121ac3b-775b-4faf-b86d-0078623674bc,skill/competence,sector-specific,Terminologiedatenbanken entwickeln,terminologische Datenbanken entwickeln,,released,2023-11-30T16:48:35.884Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Nach Überprüfung ihrer Legitimität Zusammentragen und Übermitteln von Begriffen, um Terminologiedatenbanken in einer Vielzahl von Bereichen aufzubauen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/012795fe-5f85-4d12-a10e-9dabda4ea05f,skill/competence,occupation-specific,Elektrofahrräder instand setzen,,,released,2023-11-30T15:05:03.04Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Überprüfen der Funktionsweise der elektrischen Komponenten, Kabel und Sicherungen. Überprüfen auf Schäden und Störungen und Ermitteln der Ursache. Demontage und Reparatur von Fahrradkomponenten, z. B. Zusatzantriebe, Schaltungen, Stromversorgungssysteme und Beleuchtung. Anpassen der mechanischen und elektronischen Schaltungen, der Antriebe, der Bremssysteme und der Bauteile des Fahrradrahmens. Überprüfen der Schmiermittel und Betriebsflüssigkeiten dahin gehend, ob Flüssigkeiten ausgetauscht oder nachgefüllt werden müssen."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/012d6406-016a-4790-aeb8-853e61058517,skill/competence,sector-specific,Sortierausrüstung warten,Sortieranlagen warten,,released,2023-11-30T15:54:26.405Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Routinemäßiges Warten und Durchführen kleinerer Reparaturen an der für die Sortierung von Abfällen und recycelbaren Materialien eingesetzten Ausrüstung.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/012f9ad1-b95b-42f1-b2c7-3793cdbce443,skill/competence,sector-specific,die Ausstattung des Gästezimmers erklären,"die Ausstattung des Gästezimmers erläutern
die Ausstattung des Fremdenzimmers erklären
die Einrichtung des Gästezimmers erklären
die Besonderheiten des Gästezimmers erklären",,released,2023-11-28T11:05:09.788Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Erläutern der Unterbringungsmöglichkeiten von Gästen und Demonstrieren der Nutzung.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0132ac4f-ffac-4396-8b56-052fde0c9d73,knowledge,sector-specific,Arten von Gerste,"Gerstesorten
Sorten von Gerste
Gerstearten",,released,2023-11-30T14:57:44.02Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Die verschiedenen Arten von Gerste; ihre Merkmale und ihre Qualität.
